No,Nom,Année,URL,URL-image,Type,Pays,Volume,Prix txt,Prix
112,Azienda Uggiano Chianti Colli Fiorentini La Casa di Dante Alighieri 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/azienda-uggiano-chianti-colli-fiorentini-la-casa-di-dante-alighieri-2012/554691,http://s7d9.scene7.com/is/image/SAQ/554691-1,Vin rouge,Italie,750 ml,"17,20 $",17.2
113,B & G Reserve Domaine de la Gardie Cabernet Sauvignon,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/b--g-reserve-domaine-de-la-gardie-cabernet-sauvignon/11833649,http://s7d9.scene7.com/is/image/SAQ/11833649-1,Vin rouge,France,750 ml,"13,95 $",13.95
114,Babich Marlborough Sauvignon Blanc 2014,2014,http://www.saq.com/page/fr/saqcom/vin-blanc/babich-marlborough-sauvignon-blanc-2014/560144,http://s7d9.scene7.com/is/image/SAQ/560144-1,Vin blanc,Nouvelle-Zélande,750 ml,"19,65 $",19.65
115,Bacardi 151,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-ambre/bacardi-151/10506873,http://s7d9.scene7.com/is/image/SAQ/10506873-1,Rhum ambré,États-Unis,750 ml,"40,25 $",40.25
116,Bacardi 8 ans,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-ambre/bacardi-8-ans/492520,http://s7d9.scene7.com/is/image/SAQ/492520-1,Rhum ambré,Porto Rico,750 ml,"30,75 $",30.75
117,Bacardi Gold,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-ambre/bacardi-gold/11685720,http://s7d9.scene7.com/is/image/SAQ/11685720-1,Rhum ambré,Canada,"1,14 L","34,75 $",34.75
118,Bacardi Superior,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-blanc/bacardi-superior/117,http://s7d9.scene7.com/is/image/SAQ/117-1,Rhum blanc,Canada,750 ml,"22,45 $",22.45
119,Bacardi Superior,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-blanc/bacardi-superior/11649147,http://s7d9.scene7.com/is/image/SAQ/11649147-1,Rhum blanc,Canada,"1,14 L","32,25 $",32.25
120,Bachelder Pinot Noir Johnson Vineyard Oregon 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/bachelder-pinot-noir-johnson-vineyard-oregon-2012/12065338,http://s7d9.scene7.com/is/image/SAQ/12065338-1,Vin rouge,États-Unis,750 ml,"44,75 $",44.75
121,Bachelder Savigny-lès-Beaune  Les Bas Liards 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/bachelder-savigny-les-beaune--les-bas-liards-2012/12089567,http://s7d9.scene7.com/is/image/SAQ/12089567-1,Vin blanc,France,750 ml,"38,25 $",38.25
122,Badia a Coltibuono Cancelli 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/badia-a-coltibuono-cancelli-2013/12277138,http://s7d9.scene7.com/is/image/SAQ/12277138-1,Vin rouge,Italie,750 ml,"17,30 $",17.3
123,Badia a Passignano Chianti-Classico Riserva Gran Selezione 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/badia-a-passignano-chianti-classico-riserva-gran-selezione-2009/403980,http://s7d9.scene7.com/is/image/SAQ/403980-1,Vin rouge,Italie,750 ml,"43,00 $",43.0
124,Baglio di Pianetto Nero D'Avola 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/baglio-di-pianetto-nero-davola-2012/11097346,http://s7d9.scene7.com/is/image/SAQ/11097346-1,Vin rouge,Italie,750 ml,"19,55 $",19.55
125,Baglio di Pianetto Shymer Merlot / Syrah 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/baglio-di-pianetto-shymer-merlot--syrah-2011/10859804,http://s7d9.scene7.com/is/image/SAQ/10859804-1,Vin rouge,Italie,750 ml,"21,45 $",21.45
126,Baglio di Pianetto Syrah 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/baglio-di-pianetto-syrah-2012/10960734,http://s7d9.scene7.com/is/image/SAQ/10960734-1,Vin rouge,Italie,750 ml,"15,00 $",15.0
127,Baileys L'Originale,Inconnue,http://www.saq.com/page/fr/saqcom/creme/baileys-loriginale/5959,http://s7d9.scene7.com/is/image/SAQ/5959-1,Boisson à la crème (crème ir...,Irlande,750 ml,"29,95 $",29.95
128,Baileys L'Originale,Inconnue,http://www.saq.com/page/fr/saqcom/creme/baileys-loriginale/10666826,http://s7d9.scene7.com/is/image/SAQ/10666826-1,Boisson à la crème (crème ir...,Irlande,"1,14 L","39,75 $",39.75
129,Bairrada Os Corvos 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/bairrada-os-corvos-2008/12185591,http://s7d9.scene7.com/is/image/SAQ/12185591-1,Vin rouge,Portugal,750 ml,"21,30 $",21.3
130,Bajoz Toro 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/bajoz-toro-2013/10856195,http://s7d9.scene7.com/is/image/SAQ/10856195-1,Vin rouge,Espagne,750 ml,"13,85 $",13.85
131,Ballad,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/ballad/12207594,http://s7d9.scene7.com/is/image/SAQ/12207594-1,Vin rouge,Espagne,750 ml,"16,80 $",16.8
132,Ballantine's Scotch Blended,Inconnue,http://www.saq.com/page/fr/saqcom/scotch-blended/ballantines-scotch-blended/11405661,http://s7d9.scene7.com/is/image/SAQ/11405661-1,Whisky écossais,Royaume Uni,"1,14 L","36,50 $",36.5
133,Banfi Aska 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/banfi-aska-2012/12108748,http://s7d9.scene7.com/is/image/SAQ/12108748-1,Vin rouge,Italie,750 ml,"26,25 $",26.25
134,Banfi Centine 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/banfi-centine-2013/907691,http://s7d9.scene7.com/is/image/SAQ/907691-1,Vin rouge,Italie,375 ml,"10,35 $",10.35
135,Banfi Centine 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/banfi-centine-2013/908285,http://s7d9.scene7.com/is/image/SAQ/908285-1,Vin rouge,Italie,750 ml,"18,25 $",18.25
136,Banfi Chianti-Classico Riserva 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/banfi-chianti-classico-riserva-2011/11366091,http://s7d9.scene7.com/is/image/SAQ/11366091-1,Vin rouge,Italie,750 ml,"25,25 $",25.25
137,Banfi Cum Laude 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/banfi-cum-laude-2011/701938,http://s7d9.scene7.com/is/image/SAQ/701938-1,Vin rouge,Italie,750 ml,"30,25 $",30.25
138,Barbancourt ***,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-agricole/barbancourt-/11459722,http://s7d9.scene7.com/is/image/SAQ/11459722-1,Rhum agricole,Haiti,750 ml,"33,25 $",33.25
139,Barbancourt Agricole,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-blanc/barbancourt-agricole/12260168,http://s7d9.scene7.com/is/image/SAQ/12260168-1,Rhum blanc,Haiti,750 ml,"28,20 $",28.2
140,Barbancourt Pango,Inconnue,http://www.saq.com/page/fr/saqcom/rhum-aromatise/barbancourt-pango/10938967,http://s7d9.scene7.com/is/image/SAQ/10938967-1,Rhum aromatisé (mangue et an...,Haiti,750 ml,"31,25 $",31.25
141,Barefoot Chardonnay,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/barefoot-chardonnay/12518923,http://s7d9.scene7.com/is/image/SAQ/12518923-1,Vin blanc,États-Unis,750 ml,"11,00 $",11.0
142,Barefoot Pinot Grigio,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/barefoot-pinot-grigio/10915010,http://s7d9.scene7.com/is/image/SAQ/10915010-1,Vin blanc,États-Unis,750 ml,"11,00 $",11.0
143,Barefoot Shiraz,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/barefoot-shiraz/10915036,http://s7d9.scene7.com/is/image/SAQ/10915036-1,Vin rouge,États-Unis,750 ml,"11,00 $",11.0
144,Barefoot Zinfandel,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/barefoot-zinfandel/11133175,http://s7d9.scene7.com/is/image/SAQ/11133175-1,Vin rouge,États-Unis,750 ml,"11,00 $",11.0
145,Barolo del comune di Barolo 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/barolo-del-comune-di-barolo-2009/11969554,http://s7d9.scene7.com/is/image/SAQ/11969554-1,Vin rouge,Italie,750 ml,"51,75 $",51.75
146,Baron de Ley 2014,2014,http://www.saq.com/page/fr/saqcom/vin-blanc/baron-de-ley-2014/10357572,http://s7d9.scene7.com/is/image/SAQ/10357572-1,Vin blanc,Espagne,750 ml,"14,25 $",14.25
147,Baron de Ley Gran Reserva 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/baron-de-ley-gran-reserva-2008/738997,http://s7d9.scene7.com/is/image/SAQ/738997-1,Vin rouge,Espagne,750 ml,"33,00 $",33.0
148,Baron de Ley Siete Vinas 2007,2007,http://www.saq.com/page/fr/saqcom/vin-rouge/baron-de-ley-siete-vinas-2007/11962627,http://s7d9.scene7.com/is/image/SAQ/11962627-1,Vin rouge,Espagne,750 ml,"44,75 $",44.75
149,Baron Herzog Cabernet-Sauvignon 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/baron-herzog-cabernet-sauvignon-2012/11092377,http://s7d9.scene7.com/is/image/SAQ/11092377-1,Vin rouge,États-Unis,750 ml,"21,50 $",21.5
150,Baron Herzog Chardonnay 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/baron-herzog-chardonnay-2013/10348342,http://s7d9.scene7.com/is/image/SAQ/10348342-1,Vin blanc,États-Unis,750 ml,"20,15 $",20.15
151,Baron Herzog Zinfandel 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/baron-herzog-zinfandel-2013/11092342,http://s7d9.scene7.com/is/image/SAQ/11092342-1,Vin rouge,États-Unis,750 ml,"20,35 $",20.35
152,Baron Philippe de Rothschild Cabernet-Sauvignon,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/baron-philippe-de-rothschild-cabernet-sauvignon/407551,http://s7d9.scene7.com/is/image/SAQ/407551-1,Vin rouge,France,750 ml,"14,00 $",14.0
153,Baron Philippe de Rothschild Merlot,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/baron-philippe-de-rothschild-merlot/407544,http://s7d9.scene7.com/is/image/SAQ/407544-1,Vin rouge,France,750 ml,"14,05 $",14.05
154,Baron Philippe de Rothschild Pinot Noir,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/baron-philippe-de-rothschild-pinot-noir/10915247,http://s7d9.scene7.com/is/image/SAQ/10915247-1,Vin rouge,France,750 ml,"14,25 $",14.25
155,Barone Cornacchia Montepulciano d'Abbruzo 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/barone-cornacchia-montepulciano-dabbruzo-2012/979039,http://s7d9.scene7.com/is/image/SAQ/979039-1,Vin rouge,Italie,750 ml,"17,95 $",17.95
156,Barone Ricasoli Campo Ceni 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/barone-ricasoli-campo-ceni-2013/10286161,http://s7d9.scene7.com/is/image/SAQ/10286161-1,Vin rouge,Italie,750 ml,"16,25 $",16.25
157,Barone Ricasoli Casalferro 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/barone-ricasoli-casalferro-2010/11546906,http://s7d9.scene7.com/is/image/SAQ/11546906-1,Vin rouge,Italie,750 ml,"48,25 $",48.25
158,"Barone Ricasoli, Terra di Brolio",Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/barone-ricasoli-terra-di-brolio/12207535,http://s7d9.scene7.com/is/image/SAQ/12207535-1,Vin rouge,Italie,750 ml,"17,95 $",17.95
159,Baronia del Montsant Flor d'Englora Roure 2009,2009,http://www.saq.com/page/fr/saqcom/vin-rouge/baronia-del-montsant-flor-denglora-roure-2009/12259141,http://s7d9.scene7.com/is/image/SAQ/12259141-1,Vin rouge,Espagne,750 ml,"19,75 $",19.75
160,Barons de Rothschild,Inconnue,http://www.saq.com/page/fr/saqcom/champagne/barons-de-rothschild/11343551,http://s7d9.scene7.com/is/image/SAQ/11343551-1,Champagne,France,750 ml,"71,50 $",71.5
161,Barra of Mendocino Pinot Noir 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/barra-of-mendocino-pinot-noir-2012/12237363,http://s7d9.scene7.com/is/image/SAQ/12237363-1,Vin rouge,États-Unis,750 ml,"24,65 $",24.65
162,Bartenura Malvasia Salento 2014,2014,http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/bartenura-malvasia-salento-2014/11386009,http://s7d9.scene7.com/is/image/SAQ/11386009-1,Vin de dessert,Italie,750 ml,"19,40 $",19.4
163,Bartenura Moscato 2013,2013,http://www.saq.com/page/fr/saqcom/autres-vins-de-dessert/bartenura-moscato-2013/10518962,http://s7d9.scene7.com/is/image/SAQ/10518962-1,Vin de dessert,Italie,750 ml,"20,35 $",20.35
164,Barton & Guestier Passeport Côtes-du-Rhône,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/barton--guestier-passeport-cotes-du-rhone/12383619,http://s7d9.scene7.com/is/image/SAQ/12383619-1,Vin rouge,France,750 ml,"15,95 $",15.95
165,Bava Stradivario 2001,2001,http://www.saq.com/page/fr/saqcom/vin-rouge/bava-stradivario-2001/519066,http://s7d9.scene7.com/is/image/SAQ/519066-1,Vin rouge,Italie,750 ml,"51,25 $",51.25
166,Be Bordô Château Capville Côtes de Bordeaux,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/be-bordo-chateau-capville-cotes-de-bordeaux/12284717,http://s7d9.scene7.com/is/image/SAQ/12284717-1,Vin rouge,France,750 ml,"16,45 $",16.45
167,Beamsville Bench Meritage Terroir Caché Hidden Bench 2010,2010,http://www.saq.com/page/fr/saqcom/vin-rouge/beamsville-bench-meritage-terroir-cache-hidden-bench-2010/12306411,http://s7d9.scene7.com/is/image/SAQ/12306411-1,Vin rouge,Canada,750 ml,"39,00 $",39.0
168,Beaumont des Crayères Grand Rosé,Inconnue,http://www.saq.com/page/fr/saqcom/champagne-rose/beaumont-des-crayeres-grand-rose/11553196,http://s7d9.scene7.com/is/image/SAQ/11553196-1,Champagne rosé,France,750 ml,"54,00 $",54.0
169,Beautiful Valley Cellars Willamette Valley Pinot Noir 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/beautiful-valley-cellars-willamette-valley-pinot-noir-2012/10947839,http://s7d9.scene7.com/is/image/SAQ/10947839-1,Vin rouge,États-Unis,750 ml,"26,60 $",26.6
170,Beefeater,Inconnue,http://www.saq.com/page/fr/saqcom/dry-gin/beefeater/570,http://s7d9.scene7.com/is/image/SAQ/570-1,Dry gin,Royaume Uni,750 ml,"22,80 $",22.8
171,Beefeater,Inconnue,http://www.saq.com/page/fr/saqcom/dry-gin/beefeater/11405679,http://s7d9.scene7.com/is/image/SAQ/11405679-1,Dry gin,Royaume Uni,"1,14 L","33,75 $",33.75
172,Bellavista Rosé 2009,2009,http://www.saq.com/page/fr/saqcom/vin-mousseux-rose/bellavista-rose-2009/10540051,http://s7d9.scene7.com/is/image/SAQ/10540051-1,Vin mousseux rosé,Italie,750 ml,"68,25 $",68.25
173,Bellbird Spring River Terrace Pinot Noir 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/bellbird-spring-river-terrace-pinot-noir-2011/12215922,http://s7d9.scene7.com/is/image/SAQ/12215922-1,Vin rouge,Nouvelle-Zélande,750 ml,"34,00 $",34.0
174,Belle de Brillet,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-de-fruit/belle-de-brillet/10825920,http://s7d9.scene7.com/is/image/SAQ/10825920-1,Liqueur de fruit (poire),France,700 ml,"45,25 $",45.25
175,Belle Glos Wines Meiomi 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/belle-glos-wines-meiomi-2013/10944208,http://s7d9.scene7.com/is/image/SAQ/10944208-1,Vin rouge,États-Unis,750 ml,"27,00 $",27.0
176,Belvedere,Inconnue,http://www.saq.com/page/fr/saqcom/vodka/belvedere/437772,http://s7d9.scene7.com/is/image/SAQ/437772-1,Vodka,Pologne,750 ml,"46,25 $",46.25
177,Belvedere,Inconnue,http://www.saq.com/page/fr/saqcom/vodka/belvedere/11544257,http://s7d9.scene7.com/is/image/SAQ/11544257-1,Vodka,Pologne,"1,75 L","109,00 $",109.0
178,Belvedere Intense,Inconnue,http://www.saq.com/page/fr/saqcom/vodka/belvedere-intense/11155825,http://s7d9.scene7.com/is/image/SAQ/11155825-1,Vodka,Pologne,750 ml,"55,50 $",55.5
179,Benanti Il Drappo 2008,2008,http://www.saq.com/page/fr/saqcom/vin-rouge/benanti-il-drappo-2008/11577251,http://s7d9.scene7.com/is/image/SAQ/11577251-1,Vin rouge,Italie,750 ml,"29,30 $",29.3
180,Bénédictine B. & B. DOM,Inconnue,http://www.saq.com/page/fr/saqcom/liqueur-dherbe/benedictine-b--b-dom/20024,http://s7d9.scene7.com/is/image/SAQ/20024-1,Liqueur d'herbe,France,750 ml,"36,75 $",36.75
181,Beni di Batasiolo Barbera d'Alba Sovrana 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/beni-di-batasiolo-barbera-dalba-sovrana-2011/10856751,http://s7d9.scene7.com/is/image/SAQ/10856751-1,Vin rouge,Italie,750 ml,"21,80 $",21.8
182,Beni di Batasiolo Barolo 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/beni-di-batasiolo-barolo-2011/10856777,http://s7d9.scene7.com/is/image/SAQ/10856777-1,Vin rouge,Italie,750 ml,"29,95 $",29.95
183,Beni di Batasiolo Gavi di Gavi Granee 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/beni-di-batasiolo-gavi-di-gavi-granee-2013/10388109,http://s7d9.scene7.com/is/image/SAQ/10388109-1,Vin blanc,Italie,750 ml,"17,35 $",17.35
184,Benjamin Brunel Rasteau,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/benjamin-brunel-rasteau/123778,http://s7d9.scene7.com/is/image/SAQ/123778-1,Vin rouge,France,750 ml,"20,95 $",20.95
185,BenRiach 15 ans Wood Finish Scotch Single Malt,Inconnue,http://www.saq.com/page/fr/saqcom/scotch-single-malt/benriach-15-ans-wood-finish-scotch-single-malt/12183115,http://s7d9.scene7.com/is/image/SAQ/12183115-1,Whisky écossais,Royaume Uni,700 ml,"96,50 $",96.5
186,Benromach Traditional Speyside Scotch Single Malt,Inconnue,http://www.saq.com/page/fr/saqcom/scotch-single-malt/benromach-traditional-speyside-scotch-single-malt/11346277,http://s7d9.scene7.com/is/image/SAQ/11346277-1,Whisky écossais,Royaume Uni,700 ml,"52,00 $",52.0
187,Benziger Carneros Chardonnay 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/benziger-carneros-chardonnay-2012/10352675,http://s7d9.scene7.com/is/image/SAQ/10352675-1,Vin blanc,États-Unis,750 ml,"19,85 $",19.85
188,Benziger Sonoma Cabernet-Sauvignon 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/benziger-sonoma-cabernet-sauvignon-2011/857706,http://s7d9.scene7.com/is/image/SAQ/857706-1,Vin rouge,États-Unis,750 ml,"29,50 $",29.5
189,Berger,Inconnue,http://www.saq.com/page/fr/saqcom/pastis/berger/35881,http://s7d9.scene7.com/is/image/SAQ/35881-1,Alcool anisé - Pastis,France,750 ml,"24,55 $",24.55
190,Bergerie de l'Hortus 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/bergerie-de-lhortus-2013/427518,http://s7d9.scene7.com/is/image/SAQ/427518-1,Vin rouge,France,750 ml,"20,20 $",20.2
191,"Bergstrom Cumberland Reserve, Pinot Noir 2011",2011,http://www.saq.com/page/fr/saqcom/vin-rouge/bergstrom-cumberland-reserve-pinot-noir-2011/12104430,http://s7d9.scene7.com/is/image/SAQ/12104430-1,Vin rouge,États-Unis,750 ml,"50,25 $",50.25
192,Beringer California Collection Cabernet-Sauvignon,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/beringer-california-collection-cabernet-sauvignon/11133132,http://s7d9.scene7.com/is/image/SAQ/11133132-1,Vin rouge,États-Unis,750 ml,"12,50 $",12.5
193,Beringer California Collection Pinot Grigio,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/beringer-california-collection-pinot-grigio/11133124,http://s7d9.scene7.com/is/image/SAQ/11133124-1,Vin blanc,États-Unis,750 ml,"12,50 $",12.5
194,Beringer California Collection White Zinfandel,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rose/beringer-california-collection-white-zinfandel/10845808,http://s7d9.scene7.com/is/image/SAQ/10845808-1,Vin rosé,États-Unis,750 ml,"12,50 $",12.5
195,Beringer Founders Estate Cab.-Sauvignon,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/beringer-founders-estate-cab-sauvignon/12383264,http://s7d9.scene7.com/is/image/SAQ/12383264-1,Vin rouge,États-Unis,750 ml,"20,00 $",20.0
196,Beringer Founders' Estate Pinot Noir,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/beringer-founders-estate-pinot-noir/903245,http://s7d9.scene7.com/is/image/SAQ/903245-1,Vin rouge,États-Unis,750 ml,"20,00 $",20.0
197,Beringer Private Reserve Chardonnay 2012,2012,http://www.saq.com/page/fr/saqcom/vin-blanc/beringer-private-reserve-chardonnay-2012/393926,http://s7d9.scene7.com/is/image/SAQ/393926-1,Vin blanc,États-Unis,750 ml,"45,50 $",45.5
198,Beringer White Zinfandel,Inconnue,http://www.saq.com/page/fr/saqcom/vin-mousseux-rose/beringer-white-zinfandel/10802867,http://s7d9.scene7.com/is/image/SAQ/10802867-1,Vin mousseux rosé,États-Unis,750 ml,"15,75 $",15.75
199,Beringer Zinfandel Clear Lake 2012,2012,http://www.saq.com/page/fr/saqcom/vin-rouge/beringer-zinfandel-clear-lake-2012/281154,http://s7d9.scene7.com/is/image/SAQ/281154-1,Vin rouge,États-Unis,750 ml,"27,25 $",27.25
200,Bernard Magrez Herencia del Padri 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/bernard-magrez-herencia-del-padri-2011/11869625,http://s7d9.scene7.com/is/image/SAQ/11869625-1,Vin rouge,Espagne,750 ml,"22,45 $",22.45
201,Bernard-Massard Cuvée de L'Écusson Brut,Inconnue,http://www.saq.com/page/fr/saqcom/vin-mousseux/bernard-massard-cuvee-de-lecusson-brut/95158,http://s7d9.scene7.com/is/image/SAQ/95158-1,Vin mousseux,Luxembourg,750 ml,"19,40 $",19.4
202,Beronia Elaboración Especial 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/beronia-elaboracion-especial-2011/12259001,http://s7d9.scene7.com/is/image/SAQ/12259001-1,Vin rouge,Espagne,750 ml,"21,05 $",21.05
203,Beronia Gran Reserva 2007,2007,http://www.saq.com/page/fr/saqcom/vin-rouge/beronia-gran-reserva-2007/11688550,http://s7d9.scene7.com/is/image/SAQ/11688550-1,Vin rouge,Espagne,750 ml,"38,25 $",38.25
204,Berretta Maremma Toscana 2011,2011,http://www.saq.com/page/fr/saqcom/vin-rouge/berretta-maremma-toscana-2011/12054217,http://s7d9.scene7.com/is/image/SAQ/12054217-1,Vin rouge,Italie,750 ml,"22,10 $",22.1
205,Bersano Costalunga,Inconnue,http://www.saq.com/page/fr/saqcom/vin-rouge/bersano-costalunga/506824,http://s7d9.scene7.com/is/image/SAQ/506824-1,Vin rouge,Italie,750 ml,"16,50 $",16.5
206,Bersano San Michele Moscato d'Asti 2014,2014,http://www.saq.com/page/fr/saqcom/vin-mousseux/bersano-san-michele-moscato-dasti-2014/11036105,http://s7d9.scene7.com/is/image/SAQ/11036105-1,Vin mousseux,Italie,500 ml,"12,65 $",12.65
207,Bertani Duè Uvè Pinot Gris / Sauvignon Blanc 2014,2014,http://www.saq.com/page/fr/saqcom/vin-blanc/bertani-due-uve-pinot-gris--sauvignon-blanc-2014/10269644,http://s7d9.scene7.com/is/image/SAQ/10269644-1,Vin blanc,Italie,750 ml,"15,70 $",15.7
208,Bertani Soave Classico 2013,2013,http://www.saq.com/page/fr/saqcom/vin-blanc/bertani-soave-classico-2013/25007,http://s7d9.scene7.com/is/image/SAQ/25007-1,Vin blanc,Italie,750 ml,"14,55 $",14.55
209,Bestheim Pinot blanc Muscat,Inconnue,http://www.saq.com/page/fr/saqcom/vin-blanc/bestheim-pinot-blanc-muscat/12284813,http://s7d9.scene7.com/is/image/SAQ/12284813-1,Vin blanc,France,750 ml,"18,00 $",18.0
210,Bibi Graetz It’s a Game! 2013,2013,http://www.saq.com/page/fr/saqcom/vin-rouge/bibi-graetz-its-a-game-2013/11906140,http://s7d9.scene7.com/is/image/SAQ/11906140-1,Vin rouge,Italie,750 ml,"36,00 $",36.0
